name,link,gender,age,nationality,born,place_of_birth,year,died,category,country
,,,, Literature,https://en.wikipedia.org/wiki/Svetlana_Alexievich,Svetlana Alexievich, 2015,,,
,,,, Peace,https://en.wikipedia.org/wiki/Muhammad_Yunus,Muhammad Yunus, 2006,,,
,,,, Physics,https://en.wikipedia.org/wiki/Lev_Landau,Lev Landau, 1962,,,
,,,, Peace,https://en.wikipedia.org/wiki/Bertha_von_Suttner,Bertha von Suttner, 1905,,,
,,,, Peace,https://en.wikipedia.org/wiki/Alfred_Hermann_Fried,Alfred Hermann Fried, 1911,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/R%C3%B3bert_B%C3%A1r%C3%A1ny,Róbert Bárány, 1914,,,
,,,, Chemistry,https://en.wikipedia.org/wiki/Fritz_Pregl,Friderik Pregl, 1923,,,
,,,, Chemistry,https://en.wikipedia.org/wiki/Richard_Adolf_Zsigmondy,Richard Adolf Zsigmondy, 1925,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Julius_Wagner-Jauregg,Julius Wagner-Jauregg, 1927,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Karl_Landsteiner,Karl Landsteiner, 1930,,,
,,,, Physics,https://en.wikipedia.org/wiki/Erwin_Schr%C3%B6dinger,Erwin Schrödinger, 1933,,,
,,,, Physics,https://en.wikipedia.org/wiki/Victor_Francis_Hess,Victor Francis Hess, 1936,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Otto_Loewi,Otto Loewi*, 1936,,,
,,,, Chemistry,https://en.wikipedia.org/wiki/Richard_Kuhn,Richard Kuhn*, 1938,,,
,,,, Physics,https://en.wikipedia.org/wiki/Wolfgang_Pauli,Wolfgang Pauli, 1945,,,
,,,, Chemistry,https://en.wikipedia.org/wiki/Max_Perutz,Max Perutz, 1962,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Karl_von_Frisch,Karl von Frisch*, 1973,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Konrad_Lorenz,Konrad Lorenz, 1973,,,
,,,, Economics,https://en.wikipedia.org/wiki/Friedrich_Hayek,Friedrich Hayek, 1974,,,
,,,, Chemistry,https://en.wikipedia.org/wiki/Walter_Kohn,Walter Kohn*, 1998,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Eric_Kandel,Eric Kandel*, 2000,,,
,,,, Literature,https://en.wikipedia.org/wiki/Elfriede_Jelinek,Elfriede Jelinek, 2004,,,
,,,, Peace,https://en.wikipedia.org/wiki/International_Atomic_Energy_Agency,International Atomic Energy Agency, 2005,,,
,,,, Chemistry,https://en.wikipedia.org/wiki/Martin_Karplus,Martin Karplus*, 2013,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Howard_Florey,Howard Florey, 1945,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Frank_Macfarlane_Burnet,Sir Frank Macfarlane Burnet, 1960,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist),John Carew Eccles, 1963,,,
,,,, Physics,https://en.wikipedia.org/wiki/Alexander_Prokhorov,Alexander Prokhorov*, 1964,,,
,,,, Literature,https://en.wikipedia.org/wiki/Patrick_White,Patrick White, 1973,,,
,,,, Chemistry,https://en.wikipedia.org/wiki/John_Cornforth,John Cornforth*, 1975,,,
,,,, Economics,https://en.wikipedia.org/wiki/John_Harsanyi,John Harsanyi, 1994,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Peter_C._Doherty,Peter C. Doherty & Professor Rolf Zinkernagel, 1996,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Robin_Warren,J. Robin Warren, 2005,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Barry_Marshall,Barry Marshall, 2005,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Elizabeth_Blackburn,Elizabeth Blackburn*, 2009,,,
,,,, Physics,https://en.wikipedia.org/wiki/Brian_Schmidt,Brian Schmidt, 2011,,,
,,,, Peace,https://en.wikipedia.org/wiki/Carlos_Saavedra_Lamas,Carlos Saavedra Lamas, 1936,,,
,,,, Physiology or Medicine,https://en.wikipedia.org/wiki/Bernardo_Houssay,Bernardo Houssay, 1947,,,
,,,, Chemistry,https://en.wikipedia.org/wiki/Luis_Federico_Leloir,Luis Federico Leloir, 1970,,,
,,,, Peace,https://en.wikipedia.org/wiki/Adolfo_P%C3%A9rez_Esquivel,Adolfo Pérez Esquivel, 1980,,,
nationality,age,gender,died,born,year,name,link,category,place_of_birth,country
,,,,, 1984,César Milstein,https://en.wikipedia.org/wiki/C%C3%A9sar_Milstein, Physiology or Medicine,,
,,,,, 1986,John Polanyi,https://en.wikipedia.org/wiki/John_Polanyi, Chemistry,,
,,,,, 1989,Sidney Altman,https://en.wikipedia.org/wiki/Sidney_Altman, Chemistry,,
,,,,, 1990,Richard E. Taylor,https://en.wikipedia.org/wiki/Richard_E._Taylor, Physics,,
,,,,, 1992,Rudolph A. Marcus*,https://en.wikipedia.org/wiki/Rudolph_A._Marcus, Chemistry,,
,,,,, 1993,Michael Smith,https://en.wikipedia.org/wiki/Michael_Smith_(chemist), Chemistry,,
,,,,, 1994,Bertram Brockhouse,https://en.wikipedia.org/wiki/Bertram_Brockhouse, Physics,,
,,,,, 1995,Pugwash Conferences on Science and World Affairs,https://en.wikipedia.org/wiki/Pugwash_Conferences_on_Science_and_World_Affairs, Peace,,
,,,,, 1996,William Vickrey*,https://en.wikipedia.org/wiki/William_Vickrey, Economics,,
,,,,, 1997,Myron Scholes*,https://en.wikipedia.org/wiki/Myron_Scholes, Economics,,
,,,,, 1999,Robert Mundell,https://en.wikipedia.org/wiki/Robert_Mundell, Economics,,
,,,,, 2009,Jack W. Szostak,https://en.wikipedia.org/wiki/Jack_W._Szostak, Physiology or Medicine,,
,,,,, 2009,Willard Boyle*,https://en.wikipedia.org/wiki/Willard_Boyle, Physics,,
,,,,, 2011,Ralph M. Steinman,https://en.wikipedia.org/wiki/Ralph_M._Steinman, Physiology or Medicine,,
,,,,, 2013,Alice Munro,https://en.wikipedia.org/wiki/Alice_Munro, Literature,,
,,,,, 2015,Arthur B. McDonald,https://en.wikipedia.org/wiki/Arthur_B._McDonald, Physics,,
,,,,, 1981,Elias Canetti*,https://en.wikipedia.org/wiki/Elias_Canetti, Literature,,
,,,,, 1961,Ivo Andrić*,https://en.wikipedia.org/wiki/Ivo_Andri%C4%87, Literature,,
,,,,, 1975,Vladimir Prelog*,https://en.wikipedia.org/wiki/Vladimir_Prelog, Chemistry,,
,,,,, 1904,Institut de Droit International,https://en.wikipedia.org/wiki/Institut_de_Droit_International, Peace,,
,,,,, 1909,Auguste Beernaert,https://en.wikipedia.org/wiki/Auguste_Beernaert, Peace,,
,,,,, 1911,Maurice Maeterlinck,https://en.wikipedia.org/wiki/Maurice_Maeterlinck, Literature,,
,,,,, 1913,Henri La Fontaine,https://en.wikipedia.org/wiki/Henri_La_Fontaine, Peace,,
,,,,, 1919,Jules Bordet,https://en.wikipedia.org/wiki/Jules_Bordet, Physiology or Medicine,,
,,,,, 1938,Corneille Heymans,https://en.wikipedia.org/wiki/Corneille_Heymans, Physiology or Medicine,,
,,,,, 1958,Dominique Pire,https://en.wikipedia.org/wiki/Dominique_Pire, Peace,,
,,,,, 1974,Albert Claude,https://en.wikipedia.org/wiki/Albert_Claude, Physiology or Medicine,,
,,,,, 1974,Christian de Duve,https://en.wikipedia.org/wiki/Christian_de_Duve, Physiology or Medicine,,
,,,,, 1977,Ilya Prigogine,https://en.wikipedia.org/wiki/Ilya_Prigogine, Chemistry,,
,,,,, 2013,François Englert,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Englert, Physics,,
,,,,, 1971,Simon Kuznets*,https://en.wikipedia.org/wiki/Simon_Kuznets, Economics,,
,,,,, 1978,Menachem Begin*,https://en.wikipedia.org/wiki/Menachem_Begin, Peace,,
,,,,, 1994,Shimon Peres*,https://en.wikipedia.org/wiki/Shimon_Peres, Peace,,
,,,,, 2000,Zhores Alferov*,https://en.wikipedia.org/wiki/Zhores_Alferov, Physics,,
,,,,, 2015,Svetlana Alexievich,https://en.wikipedia.org/wiki/Svetlana_Alexievich, Literature,,
,,,,, 1961,Georg von Békésy,https://en.wikipedia.org/wiki/Georg_von_B%C3%A9k%C3%A9sy, Physiology or Medicine,,
,,,,, 1963,Eugene Wigner,https://en.wikipedia.org/wiki/Eugene_Wigner, Physics,,
,,,,, 1949,Hideki Yukawa,https://en.wikipedia.org/wiki/Hideki_Yukawa, Physics,,
,,,,, 1965,Sin'ichirō Tomonaga,https://en.wikipedia.org/wiki/Sin%27ichir%C5%8D_Tomonaga, Physics,,
,,,,, 1968,Yasunari Kawabata,https://en.wikipedia.org/wiki/Yasunari_Kawabata, Literature,,
,,,,, 1973,Leo Esaki,https://en.wikipedia.org/wiki/Leo_Esaki, Physics,,
,,,,, 1986,Elie Wiesel*,https://en.wikipedia.org/wiki/Elie_Wiesel, (Hungarian-jewish origin) Peace,,
,,,,, 2009,Herta Müller*,https://en.wikipedia.org/wiki/Herta_M%C3%BCller, (Banat-Schwabian origin) Literature,,
,,,,, 2014,Stefan Hell*,https://en.wikipedia.org/wiki/Stefan_Hell, (Banat-Schwabian origin) Chemistry,,
,,,,, 1949,António Egas Moniz,https://en.wikipedia.org/wiki/Ant%C3%B3nio_Egas_Moniz, Physiology or Medicine,,
,,,,, 1996,José Ramos-Horta*,https://en.wikipedia.org/wiki/Jos%C3%A9_Ramos-Horta, Peace,,
,,,,, 1996,Carlos Filipe Ximenes Belo*,https://en.wikipedia.org/wiki/Carlos_Filipe_Ximenes_Belo, Peace,,
,,,,, 1998,José de Sousa Saramago,https://en.wikipedia.org/wiki/Jos%C3%A9_Saramago, Literature,,
,,,,, 1903,Marie Skłodowska-Curie,https://en.wikipedia.org/wiki/Marie_Curie, Physics,,
,,,,, 1905,Henryk Sienkiewicz,https://en.wikipedia.org/wiki/Henryk_Sienkiewicz, Literature,,
,,,,, 1907,Albert A. Michelson* born in partitioned Poland (Kingdom of Prussia),https://en.wikipedia.org/wiki/Albert_A._Michelson, Physics,,
